protocol_report,dataset_name,run_name,model_profile,sample_accuracy,item_pass_at_1,item_pass_at_k,predictor_expected_pass_at_k,predictor_expected_newly_solved_items,predictor_negative_repair_rate,oracle_expected_pass_at_k,oracle_expected_newly_solved_items,peak_step_index,peak_mean_correction_rate,repairable_failed_rate,predictor_gain_over_base_pass_at_k,oracle_minus_predictor_expected_pass_at_k,predictor_minus_random_expected_pass_at_k,predictor_minus_confidence_expected_pass_at_k,run_dir,report_path
/home/kimhj/repairable-state-discovery/results/generated_configs/protocol_math500_final_report.json,math500,math500_final_llada8b_fast,llada_8b_fast,0.2275,0.23,0.345,0.45782928466796874,22.56585693359375,0.205,0.5468363952636719,40.367279052734375,16,0.13066343042071196,0.3309061488673139,0.11282928466796877,0.08900711059570315,0.031774597167968766,0.04990081787109374,/home/kimhj/repairable-state-discovery/repairable_diffusion/outputs/runs/math500_final_llada8b_fast,/home/kimhj/repairable-state-discovery/repairable_diffusion/outputs/runs/math500_final_llada8b_fast/report.json
/home/kimhj/repairable-state-discovery/results/generated_configs/protocol_gsm8k_final_report.json,gsm8k,gsm8k_final_llada8b_fast,llada_8b_fast,0.491875,0.49,0.71,0.8336279296875,24.7255859375,0.17875,0.8740249633789062,32.80499267578125,8,0.4311193111931119,0.6715867158671587,0.12362792968750003,0.04039703369140624,0.011381835937499973,0.026755371093750036,/home/kimhj/repairable-state-discovery/repairable_diffusion/outputs/runs/gsm8k_final_llada8b_fast,/home/kimhj/repairable-state-discovery/repairable_diffusion/outputs/runs/gsm8k_final_llada8b_fast/report.json
